filename,width,height,class,xmin,ymin,xmax,ymax
5.jpg,960,720,diagnostic,431,370,462,400
5.jpg,960,720,diagnostic,463,369,485,401
5.jpg,960,720,diagnostic,485,369,533,402
5.jpg,960,720,diagnostic,533,370,571,400
5.jpg,960,720,diagnostic,572,371,626,400
5.jpg,960,720,diagnostic,627,373,671,400
5.jpg,960,720,diagnostic,672,374,723,400
5.jpg,960,720,solution,281,430,305,459
5.jpg,960,720,solution,304,432,349,461
5.jpg,960,720,solution,351,432,399,462
5.jpg,960,720,solution,400,432,438,462
5.jpg,960,720,solution,440,433,478,463
5.jpg,960,720,solution,480,431,518,461
5.jpg,960,720,note,180,461,216,488
5.jpg,960,720,note,217,462,253,489
5.jpg,960,720,note,252,461,302,489
5.jpg,960,720,note,302,461,342,491
5.jpg,960,720,note,340,462,368,489
7.jpg,960,720,name,267,153,343,187
7.jpg,960,720,nation,226,189,280,217
7.jpg,960,720,birth,641,157,693,188
7.jpg,960,720,sex,818,158,864,190
7.jpg,960,720,id,293,221,533,256
7.jpg,960,720,add,119,251,225,279
7.jpg,960,720,come_time,159,280,202,310
7.jpg,960,720,out_time,161,314,193,341
7.jpg,960,720,diagnostic,120,343,141,372
7.jpg,960,720,solution,221,410,260,438
7.jpg,960,720,note,103,441,141,469
7.jpg,960,720,job,658,192,715,226
7.jpg,960,720,name,342,155,379,190
7.jpg,960,720,name,379,155,450,187
7.jpg,960,720,name,449,156,503,187
7.jpg,960,720,job,717,193,760,225
7.jpg,960,720,add,225,251,287,282
7.jpg,960,720,add,288,251,365,279
7.jpg,960,720,add,365,253,451,282
7.jpg,960,720,add,451,256,502,285
7.jpg,960,720,add,503,257,560,283
7.jpg,960,720,add,557,256,619,285
7.jpg,960,720,add,621,254,683,283
7.jpg,960,720,add,683,253,737,283
7.jpg,960,720,add,735,254,774,285
7.jpg,960,720,add,772,252,811,283
7.jpg,960,720,add,810,255,864,284
7.jpg,960,720,come_time,221,282,264,312
7.jpg,960,720,come_time,290,285,333,315
7.jpg,960,720,come_time,353,285,404,314
7.jpg,960,720,come_time,459,290,510,319
7.jpg,960,720,come_time,539,288,575,315
7.jpg,960,720,come_time,594,289,652,318
7.jpg,960,720,come_time,681,287,718,317
7.jpg,960,720,come_time,738,288,787,315
7.jpg,960,720,come_time,808,288,857,315
7.jpg,960,720,out_time,220,316,258,343
7.jpg,960,720,out_time,285,315,318,341
7.jpg,960,720,out_time,348,318,400,345
7.jpg,960,720,out_time,454,320,503,346
7.jpg,960,720,out_time,535,319,567,346
7.jpg,960,720,out_time,588,320,646,346
7.jpg,960,720,out_time,676,319,711,348
7.jpg,960,720,out_time,735,320,780,348
7.jpg,960,720,out_time,801,319,857,348
7.jpg,960,720,diagnostic,141,343,167,374
7.jpg,960,720,diagnostic,167,345,203,373
7.jpg,960,720,diagnostic,205,347,231,373
7.jpg,960,720,diagnostic,232,347,273,376
7.jpg,960,720,diagnostic,277,345,379,375
7.jpg,960,720,diagnostic,383,348,441,378
7.jpg,960,720,diagnostic,443,350,501,380
7.jpg,960,720,diagnostic,504,350,600,380
7.jpg,960,720,solution,262,409,301,437
7.jpg,960,720,note,143,441,191,471
7.jpg,960,720,note,192,442,227,474
7.jpg,960,720,note,226,440,255,474
7.jpg,960,720,note,258,441,312,471
7.jpg,960,720,note,315,446,435,474
2.jpg,960,720,name,184,208,211,235
2.jpg,960,720,birth,579,206,668,231
2.jpg,960,720,sex,894,203,943,229
2.jpg,960,720,nation,97,237,154,262
2.jpg,960,720,job,394,241,429,265
2.jpg,960,720,id,272,272,422,296
2.jpg,960,720,add,94,297,128,321
2.jpg,960,720,come_time,155,330,185,354
2.jpg,960,720,out_time,151,358,186,385
2.jpg,960,720,diagnostic,138,390,188,416
2.jpg,960,720,solution,230,421,274,449
2.jpg,960,720,note,232,453,265,478
2.jpg,960,720,name,212,207,280,235
2.jpg,960,720,name,280,207,348,235
2.jpg,960,720,birth,671,206,738,232
2.jpg,960,720,birth,738,205,788,234
2.jpg,960,720,job,428,242,463,266
2.jpg,960,720,job,462,242,497,266
2.jpg,960,720,job,498,241,513,266
2.jpg,960,720,job,514,239,554,266
2.jpg,960,720,job,555,238,582,265
2.jpg,960,720,job,581,238,614,264
2.jpg,960,720,job,616,237,649,263
2.jpg,960,720,job,651,237,676,262
2.jpg,960,720,job,675,236,712,265
2.jpg,960,720,add,130,299,164,323
2.jpg,960,720,add,164,299,214,324
2.jpg,960,720,add,215,300,265,325
2.jpg,960,720,add,265,300,305,326
2.jpg,960,720,add,306,300,346,326
2.jpg,960,720,add,346,300,385,326
2.jpg,960,720,add,386,299,425,325
2.jpg,960,720,come_time,186,330,219,355
2.jpg,960,720,come_time,217,329,248,355
2.jpg,960,720,come_time,249,330,293,356
2.jpg,960,720,come_time,293,330,337,356
2.jpg,960,720,come_time,337,329,368,355
2.jpg,960,720,come_time,368,331,420,357
2.jpg,960,720,come_time,420,329,461,355
2.jpg,960,720,come_time,461,329,502,355
2.jpg,960,720,come_time,521,327,571,353
2.jpg,960,720,out_time,186,358,218,384
2.jpg,960,720,out_time,218,358,250,384
2.jpg,960,720,out_time,250,360,292,386
2.jpg,960,720,out_time,292,360,334,386
2.jpg,960,720,out_time,336,360,369,388
2.jpg,960,720,out_time,369,360,418,388
2.jpg,960,720,out_time,420,360,464,388
2.jpg,960,720,out_time,464,359,508,387
2.jpg,960,720,out_time,520,356,564,384
2.jpg,960,720,diagnostic,184,390,218,416
2.jpg,960,720,diagnostic,220,390,244,416
2.jpg,960,720,diagnostic,243,391,274,416
2.jpg,960,720,diagnostic,276,392,309,417
2.jpg,960,720,diagnostic,310,392,358,417
2.jpg,960,720,diagnostic,355,392,398,417
2.jpg,960,720,diagnostic,399,390,434,418
2.jpg,960,720,diagnostic,434,389,472,418
2.jpg,960,720,diagnostic,472,386,515,418
2.jpg,960,720,diagnostic,515,385,563,415
2.jpg,960,720,diagnostic,597,385,640,417
2.jpg,960,720,diagnostic,562,385,599,417
2.jpg,960,720,solution,274,421,315,447
2.jpg,960,720,solution,317,419,352,446
2.jpg,960,720,note,262,452,326,478
2.jpg,960,720,note,323,452,379,478
2.jpg,960,720,note,377,452,424,479
1.jpg,960,720,name,216,167,271,195
1.jpg,960,720,birth,617,165,646,195
1.jpg,960,720,nation,132,193,182,219
1.jpg,960,720,country,376,197,419,223
1.jpg,960,720,job,689,196,722,223
1.jpg,960,720,id,182,223,218,253
1.jpg,960,720,add,129,252,183,279
1.jpg,960,720,out_time,167,308,192,331
1.jpg,960,720,diagnostic,185,334,240,358
1.jpg,960,720,solution,235,382,266,409
1.jpg,960,720,note,134,409,183,434
1.jpg,960,720,sex,797,166,846,194
1.jpg,960,720,name,272,167,346,195
1.jpg,960,720,name,347,166,403,195
1.jpg,960,720,country,419,196,462,222
1.jpg,960,720,id,217,223,248,253
1.jpg,960,720,id,246,224,282,254
1.jpg,960,720,id,281,224,317,254
1.jpg,960,720,id,316,223,367,254
1.jpg,960,720,id,363,224,427,255
1.jpg,960,720,job,722,196,763,223
1.jpg,960,720,job,763,194,817,224
1.jpg,960,720,add,180,251,226,277
1.jpg,960,720,add,227,252,278,278
1.jpg,960,720,add,279,253,321,277
1.jpg,960,720,add,320,252,390,279
1.jpg,960,720,add,391,253,443,280
1.jpg,960,720,add,444,253,494,280
1.jpg,960,720,add,496,253,548,278
1.jpg,960,720,add,548,252,600,277
1.jpg,960,720,come_time,297,277,344,303
1.jpg,960,720,come_time,195,280,225,304
1.jpg,960,720,come_time,348,277,373,305
1.jpg,960,720,come_time,455,279,497,306
1.jpg,960,720,come_time,253,278,299,305
1.jpg,960,720,come_time,164,279,193,303
1.jpg,960,720,come_time,226,280,251,304
1.jpg,960,720,come_time,376,278,428,306
1.jpg,960,720,come_time,428,279,454,305
1.jpg,960,720,come_time,500,279,542,306
1.jpg,960,720,out_time,194,308,225,333
1.jpg,960,720,out_time,224,308,255,333
1.jpg,960,720,out_time,257,308,298,334
1.jpg,960,720,out_time,302,307,351,334
1.jpg,960,720,out_time,352,308,381,334
1.jpg,960,720,out_time,382,307,430,334
1.jpg,960,720,out_time,429,308,457,334
1.jpg,960,720,out_time,457,308,500,334
1.jpg,960,720,out_time,502,307,545,333
1.jpg,960,720,diagnostic,151,333,182,356
1.jpg,960,720,diagnostic,240,335,284,360
1.jpg,960,720,diagnostic,285,335,319,360
1.jpg,960,720,birth,646,164,701,195
1.jpg,960,720,solution,267,382,298,409
1.jpg,960,720,solution,299,383,352,409
1.jpg,960,720,solution,352,384,396,409
1.jpg,960,720,solution,398,383,449,408
1.jpg,960,720,solution,450,384,497,409
1.jpg,960,720,solution,498,385,543,409
1.jpg,960,720,solution,543,386,573,409
1.jpg,960,720,solution,574,385,614,410
1.jpg,960,720,solution,615,386,657,410
1.jpg,960,720,solution,658,387,689,410
1.jpg,960,720,solution,690,387,721,410
1.jpg,960,720,note,180,409,221,432
1.jpg,960,720,note,220,409,244,432
1.jpg,960,720,note,245,408,288,433
1.jpg,960,720,note,287,407,320,433
1.jpg,960,720,note,321,407,377,435
8.jpg,960,720,name,234,189,274,215
8.jpg,960,720,birth,638,192,677,217
8.jpg,960,720,sex,765,190,806,214
8.jpg,960,720,nation,154,212,216,236
8.jpg,960,720,job,341,213,374,237
8.jpg,960,720,id,641,237,692,260
8.jpg,960,720,add,145,257,198,282
8.jpg,960,720,come_time,181,297,205,320
8.jpg,960,720,out_time,180,320,208,342
8.jpg,960,720,diagnostic,166,338,211,360
8.jpg,960,720,diagnostic,200,358,235,382
8.jpg,960,720,solution,249,382,296,406
8.jpg,960,720,name,275,189,334,215
8.jpg,960,720,name,335,189,394,215
8.jpg,960,720,job,374,214,400,238
8.jpg,960,720,job,401,215,442,236
8.jpg,960,720,job,442,215,457,237
8.jpg,960,720,job,458,213,492,235
8.jpg,960,720,id,692,237,725,261
8.jpg,960,720,id,722,236,755,260
8.jpg,960,720,id,759,236,792,260
8.jpg,960,720,id,793,235,837,259
8.jpg,960,720,id,841,234,900,260
8.jpg,960,720,add,196,256,228,283
8.jpg,960,720,add,228,256,263,284
8.jpg,960,720,add,266,255,307,281
8.jpg,960,720,add,307,257,356,285
8.jpg,960,720,add,357,258,407,283
8.jpg,960,720,add,405,260,434,283
8.jpg,960,720,add,435,260,488,283
8.jpg,960,720,add,488,261,527,284
8.jpg,960,720,add,526,261,577,284
8.jpg,960,720,add,578,262,611,284
8.jpg,960,720,come_time,206,297,234,320
8.jpg,960,720,come_time,234,298,253,320
8.jpg,960,720,come_time,254,297,292,320
8.jpg,960,720,come_time,295,298,336,320
8.jpg,960,720,come_time,337,300,360,323
8.jpg,960,720,come_time,358,300,400,323
8.jpg,960,720,come_time,401,298,420,323
8.jpg,960,720,come_time,422,299,453,323
8.jpg,960,720,come_time,454,300,490,322
8.jpg,960,720,out_time,204,319,232,341
8.jpg,960,720,out_time,230,320,257,341
8.jpg,960,720,out_time,258,320,295,343
8.jpg,960,720,out_time,295,320,339,343
8.jpg,960,720,out_time,338,320,358,343
8.jpg,960,720,out_time,360,321,400,342
8.jpg,960,720,out_time,400,321,422,342
8.jpg,960,720,out_time,422,321,454,345
8.jpg,960,720,out_time,454,322,497,346
8.jpg,960,720,diagnostic,209,339,239,360
8.jpg,960,720,diagnostic,240,339,285,361
8.jpg,960,720,diagnostic,284,340,319,363
8.jpg,960,720,diagnostic,320,340,344,361
8.jpg,960,720,diagnostic,345,341,389,363
8.jpg,960,720,diagnostic,236,361,271,382
8.jpg,960,720,diagnostic,274,360,314,383
8.jpg,960,720,diagnostic,316,361,356,384
8.jpg,960,720,diagnostic,359,360,406,385
8.jpg,960,720,diagnostic,407,360,435,381
8.jpg,960,720,diagnostic,437,361,473,383
8.jpg,960,720,diagnostic,475,360,507,383
8.jpg,960,720,diagnostic,508,361,547,383
8.jpg,960,720,diagnostic,547,359,580,383
8.jpg,960,720,diagnostic,582,359,615,383
8.jpg,960,720,diagnostic,615,358,659,380
8.jpg,960,720,diagnostic,660,360,704,382
8.jpg,960,720,solution,297,382,334,405
8.jpg,960,720,solution,336,383,371,403
8.jpg,960,720,solution,370,383,405,403
4.jpg,960,720,name,271,171,324,205
4.jpg,960,720,birth,711,190,743,219
4.jpg,960,720,sex,906,192,951,224
4.jpg,960,720,nation,191,198,235,226
4.jpg,960,720,job,646,217,703,247
4.jpg,960,720,id,352,235,400,269
4.jpg,960,720,add,185,261,228,286
4.jpg,960,720,come_time,226,290,261,321
4.jpg,960,720,out_time,223,322,263,350
4.jpg,960,720,diagnostic,201,347,237,376
4.jpg,960,720,solution,294,382,355,410
4.jpg,960,720,name,323,173,371,209
4.jpg,960,720,name,373,176,444,212
4.jpg,960,720,birth,740,190,785,220
4.jpg,960,720,id,395,236,429,269
4.jpg,960,720,id,425,238,467,272
4.jpg,960,720,id,465,239,507,273
4.jpg,960,720,id,504,239,555,276
4.jpg,960,720,id,554,242,624,278
4.jpg,960,720,add,227,261,271,286
4.jpg,960,720,add,270,263,319,292
4.jpg,960,720,add,317,265,374,295
4.jpg,960,720,add,372,268,418,296
4.jpg,960,720,add,418,269,463,296
4.jpg,960,720,add,461,271,519,300
4.jpg,960,720,add,516,274,553,303
4.jpg,960,720,come_time,271,291,306,322
4.jpg,960,720,come_time,309,293,344,324
4.jpg,960,720,come_time,354,297,403,325
4.jpg,960,720,come_time,406,297,455,325
4.jpg,960,720,come_time,461,300,494,329
4.jpg,960,720,come_time,503,302,559,331
4.jpg,960,720,come_time,556,304,595,333
4.jpg,960,720,come_time,610,304,657,333
4.jpg,960,720,come_time,676,305,723,334
4.jpg,960,720,out_time,267,322,307,350
4.jpg,960,720,out_time,309,322,349,350
4.jpg,960,720,out_time,351,324,403,352
4.jpg,960,720,out_time,404,327,456,355
4.jpg,960,720,out_time,456,329,497,357
4.jpg,960,720,out_time,501,331,559,358
4.jpg,960,720,out_time,561,332,603,360
4.jpg,960,720,out_time,608,333,657,362
4.jpg,960,720,out_time,674,332,723,361
4.jpg,960,720,diagnostic,237,349,294,377
4.jpg,960,720,diagnostic,291,351,323,378
4.jpg,960,720,diagnostic,322,351,354,378
4.jpg,960,720,diagnostic,354,356,377,381
4.jpg,960,720,diagnostic,376,356,395,382
4.jpg,960,720,diagnostic,393,358,413,382
4.jpg,960,720,diagnostic,411,357,449,382
4.jpg,960,720,diagnostic,450,360,488,385
4.jpg,960,720,diagnostic,488,359,521,385
4.jpg,960,720,diagnostic,522,360,555,386
4.jpg,960,720,diagnostic,555,361,585,387
4.jpg,960,720,diagnostic,584,363,611,387
4.jpg,960,720,diagnostic,609,365,644,389
4.jpg,960,720,diagnostic,644,366,701,389
4.jpg,960,720,solution,352,384,400,412
4.jpg,960,720,solution,399,385,426,412
4.jpg,960,720,solution,426,386,468,414
4.jpg,960,720,solution,469,388,505,415
4.jpg,960,720,solution,509,389,545,416
4.jpg,960,720,solution,548,388,584,415
4.jpg,960,720,solution,582,391,607,418
4.jpg,960,720,solution,607,393,632,420
4.jpg,960,720,solution,631,392,670,420
4.jpg,960,720,nation,234,200,288,229
4.jpg,960,720,job,705,218,738,249
9.jpg,960,720,name,226,151,263,181
9.jpg,960,720,birth,644,148,673,179
9.jpg,960,720,sex,781,152,823,178
9.jpg,960,720,nation,169,178,218,204
9.jpg,960,720,job,520,180,563,203
9.jpg,960,720,id,408,204,457,233
9.jpg,960,720,add,143,230,170,254
9.jpg,960,720,come_time,67,282,169,309
9.jpg,960,720,out_time,202,281,224,314
9.jpg,960,720,diagnostic,435,347,458,377
9.jpg,960,720,solution,219,410,267,438
9.jpg,960,720,note,131,433,175,465
9.jpg,960,720,name,261,151,311,179
9.jpg,960,720,name,313,151,390,180
9.jpg,960,720,job,563,181,609,203
9.jpg,960,720,job,607,180,632,202
9.jpg,960,720,job,630,180,683,204
9.jpg,960,720,id,458,203,488,235
9.jpg,960,720,id,488,204,518,236
9.jpg,960,720,id,521,204,551,236
9.jpg,960,720,id,554,204,619,233
9.jpg,960,720,id,621,204,723,234
9.jpg,960,720,add,169,231,201,253
9.jpg,960,720,add,201,233,257,254
9.jpg,960,720,add,257,233,288,255
9.jpg,960,720,add,289,233,329,256
9.jpg,960,720,add,328,231,358,256
9.jpg,960,720,add,406,232,467,259
9.jpg,960,720,add,355,229,401,254
9.jpg,960,720,add,467,233,514,260
9.jpg,960,720,add,513,233,547,261
9.jpg,960,720,add,547,233,589,260
9.jpg,960,720,out_time,224,282,253,315
9.jpg,960,720,out_time,253,282,273,317
9.jpg,960,720,out_time,274,281,306,316
9.jpg,960,720,out_time,307,282,344,315
9.jpg,960,720,out_time,344,282,365,315
9.jpg,960,720,out_time,365,280,408,312
9.jpg,960,720,out_time,409,280,428,314
9.jpg,960,720,out_time,429,280,463,312
9.jpg,960,720,out_time,462,282,506,311
9.jpg,960,720,diagnostic,459,349,489,376
9.jpg,960,720,diagnostic,489,348,525,378
9.jpg,960,720,diagnostic,526,347,554,376
9.jpg,960,720,diagnostic,557,349,591,378
9.jpg,960,720,solution,268,410,308,438
9.jpg,960,720,solution,307,409,355,442
9.jpg,960,720,solution,355,406,419,443
9.jpg,960,720,solution,418,407,445,442
9.jpg,960,720,solution,446,408,473,443
9.jpg,960,720,note,177,433,197,465
9.jpg,960,720,note,198,433,225,463
9.jpg,960,720,note,224,433,243,463
9.jpg,960,720,note,244,434,272,463
9.jpg,960,720,note,269,436,305,462
9.jpg,960,720,note,306,437,327,466
9.jpg,960,720,note,328,438,396,468
3.jpg,960,720,name,244,215,301,242
3.jpg,960,720,birth,678,218,714,238
3.jpg,960,720,sex,741,210,780,233
3.jpg,960,720,nation,154,240,201,259
3.jpg,960,720,job,552,235,587,255
3.jpg,960,720,id,297,259,346,283
3.jpg,960,720,add,156,280,203,303
3.jpg,960,720,come_time,191,304,215,326
3.jpg,960,720,out_time,192,326,214,349
3.jpg,960,720,diagnostic,159,349,212,370
3.jpg,960,720,solution,237,370,265,391
3.jpg,960,720,note,138,391,186,414
3.jpg,960,720,name,302,215,343,241
3.jpg,960,720,name,343,214,388,242
3.jpg,960,720,id,343,259,373,283
3.jpg,960,720,id,370,260,421,283
3.jpg,960,720,id,416,259,467,282
3.jpg,960,720,id,460,259,525,281
3.jpg,960,720,id,522,258,594,280
3.jpg,960,720,id,596,256,691,282
3.jpg,960,720,add,203,280,260,304
3.jpg,960,720,add,259,280,304,304
3.jpg,960,720,add,302,283,347,307
3.jpg,960,720,add,345,282,397,305
3.jpg,960,720,add,397,283,428,304
3.jpg,960,720,add,429,283,460,304
3.jpg,960,720,add,462,282,493,303
3.jpg,960,720,add,496,281,531,303
3.jpg,960,720,add,529,282,564,304
3.jpg,960,720,add,564,281,599,303
3.jpg,960,720,come_time,216,306,240,328
3.jpg,960,720,come_time,241,307,265,329
3.jpg,960,720,come_time,265,305,301,328
3.jpg,960,720,come_time,303,304,345,329
3.jpg,960,720,come_time,344,306,372,328
3.jpg,960,720,come_time,369,306,413,329
3.jpg,960,720,come_time,414,305,436,328
3.jpg,960,720,come_time,437,304,471,329
3.jpg,960,720,come_time,471,305,510,327
3.jpg,960,720,out_time,215,328,243,349
3.jpg,960,720,out_time,242,327,264,349
3.jpg,960,720,out_time,264,329,303,349
3.jpg,960,720,out_time,305,329,344,349
3.jpg,960,720,out_time,345,328,370,348
3.jpg,960,720,out_time,371,328,411,349
3.jpg,960,720,out_time,412,328,436,348
3.jpg,960,720,out_time,435,329,468,347
3.jpg,960,720,out_time,468,328,514,347
3.jpg,960,720,diagnostic,211,349,235,370
3.jpg,960,720,diagnostic,232,350,256,371
3.jpg,960,720,diagnostic,256,351,303,371
3.jpg,960,720,diagnostic,304,350,343,371
3.jpg,960,720,diagnostic,342,350,377,371
3.jpg,960,720,diagnostic,377,349,399,369
3.jpg,960,720,diagnostic,398,351,414,370
3.jpg,960,720,diagnostic,414,350,467,370
3.jpg,960,720,diagnostic,469,349,530,369
3.jpg,960,720,diagnostic,530,349,574,369
3.jpg,960,720,diagnostic,572,349,616,369
3.jpg,960,720,diagnostic,616,347,660,367
3.jpg,960,720,solution,264,371,308,391
3.jpg,960,720,note,188,391,208,413
3.jpg,960,720,note,209,391,248,412
3.jpg,960,720,note,246,393,276,413
3.jpg,960,720,note,274,393,299,412
3.jpg,960,720,note,299,392,324,411
3.jpg,960,720,note,324,393,383,413
3.jpg,960,720,job,587,236,631,256
3.jpg,960,720,job,633,235,671,256
8.jpg,960,720,name,234,189,274,215
8.jpg,960,720,birth,638,192,677,217
8.jpg,960,720,sex,765,190,806,214
8.jpg,960,720,nation,154,212,216,236
8.jpg,960,720,job,341,213,374,237
8.jpg,960,720,id,641,237,692,260
8.jpg,960,720,add,145,257,198,282
8.jpg,960,720,come_time,181,297,205,320
8.jpg,960,720,out_time,180,320,208,342
8.jpg,960,720,diagnostic,166,338,211,360
8.jpg,960,720,diagnostic,200,358,235,382
8.jpg,960,720,solution,249,382,296,406
8.jpg,960,720,name,275,189,334,215
8.jpg,960,720,name,335,189,394,215
8.jpg,960,720,job,374,214,400,238
8.jpg,960,720,job,401,215,442,236
8.jpg,960,720,job,442,215,457,237
8.jpg,960,720,job,458,213,492,235
8.jpg,960,720,id,692,237,725,261
8.jpg,960,720,id,722,236,755,260
8.jpg,960,720,id,759,236,792,260
8.jpg,960,720,id,793,235,837,259
8.jpg,960,720,id,841,234,900,260
8.jpg,960,720,add,196,256,228,283
8.jpg,960,720,add,228,256,263,284
8.jpg,960,720,add,266,255,307,281
8.jpg,960,720,add,307,257,356,285
8.jpg,960,720,add,357,258,407,283
8.jpg,960,720,add,405,260,434,283
8.jpg,960,720,add,435,260,488,283
8.jpg,960,720,add,488,261,527,284
8.jpg,960,720,add,526,261,577,284
8.jpg,960,720,add,578,262,611,284
8.jpg,960,720,come_time,206,297,234,320
8.jpg,960,720,come_time,234,298,253,320
8.jpg,960,720,come_time,254,297,292,320
8.jpg,960,720,come_time,295,298,336,320
8.jpg,960,720,come_time,337,300,360,323
8.jpg,960,720,come_time,358,300,400,323
8.jpg,960,720,come_time,401,298,420,323
8.jpg,960,720,come_time,422,299,453,323
8.jpg,960,720,come_time,454,300,490,322
8.jpg,960,720,out_time,204,319,232,341
8.jpg,960,720,out_time,230,320,257,341
8.jpg,960,720,out_time,258,320,295,343
8.jpg,960,720,out_time,295,320,339,343
8.jpg,960,720,out_time,338,320,358,343
8.jpg,960,720,out_time,360,321,400,342
8.jpg,960,720,out_time,400,321,422,342
8.jpg,960,720,out_time,422,321,454,345
8.jpg,960,720,out_time,454,322,497,346
8.jpg,960,720,diagnostic,209,339,239,360
8.jpg,960,720,diagnostic,240,339,285,361
8.jpg,960,720,diagnostic,284,340,319,363
8.jpg,960,720,diagnostic,320,340,344,361
8.jpg,960,720,diagnostic,345,341,389,363
8.jpg,960,720,diagnostic,236,361,271,382
8.jpg,960,720,diagnostic,274,360,314,383
8.jpg,960,720,diagnostic,316,361,356,384
8.jpg,960,720,diagnostic,359,360,406,385
8.jpg,960,720,diagnostic,407,360,435,381
8.jpg,960,720,diagnostic,437,361,473,383
8.jpg,960,720,diagnostic,475,360,507,383
8.jpg,960,720,diagnostic,508,361,547,383
8.jpg,960,720,diagnostic,547,359,580,383
8.jpg,960,720,diagnostic,582,359,615,383
8.jpg,960,720,diagnostic,615,358,659,380
8.jpg,960,720,diagnostic,660,360,704,382
8.jpg,960,720,solution,297,382,334,405
8.jpg,960,720,solution,336,383,371,403
8.jpg,960,720,solution,370,383,405,403
3.jpg,960,720,name,244,215,301,242
3.jpg,960,720,birth,678,218,714,238
3.jpg,960,720,sex,741,210,780,233
3.jpg,960,720,nation,154,240,201,259
3.jpg,960,720,job,552,235,587,255
3.jpg,960,720,id,297,259,346,283
3.jpg,960,720,add,156,280,203,303
3.jpg,960,720,come_time,191,304,215,326
3.jpg,960,720,out_time,192,326,214,349
3.jpg,960,720,diagnostic,159,349,212,370
3.jpg,960,720,solution,237,370,265,391
3.jpg,960,720,note,138,391,186,414
3.jpg,960,720,name,302,215,343,241
3.jpg,960,720,name,343,214,388,242
3.jpg,960,720,id,343,259,373,283
3.jpg,960,720,id,370,260,421,283
3.jpg,960,720,id,416,259,467,282
3.jpg,960,720,id,460,259,525,281
3.jpg,960,720,id,522,258,594,280
3.jpg,960,720,id,596,256,691,282
3.jpg,960,720,add,203,280,260,304
3.jpg,960,720,add,259,280,304,304
3.jpg,960,720,add,302,283,347,307
3.jpg,960,720,add,345,282,397,305
3.jpg,960,720,add,397,283,428,304
3.jpg,960,720,add,429,283,460,304
3.jpg,960,720,add,462,282,493,303
3.jpg,960,720,add,496,281,531,303
3.jpg,960,720,add,529,282,564,304
3.jpg,960,720,add,564,281,599,303
3.jpg,960,720,come_time,216,306,240,328
3.jpg,960,720,come_time,241,307,265,329
3.jpg,960,720,come_time,265,305,301,328
3.jpg,960,720,come_time,303,304,345,329
3.jpg,960,720,come_time,344,306,372,328
3.jpg,960,720,come_time,369,306,413,329
3.jpg,960,720,come_time,414,305,436,328
3.jpg,960,720,come_time,437,304,471,329
3.jpg,960,720,come_time,471,305,510,327
3.jpg,960,720,out_time,215,328,243,349
3.jpg,960,720,out_time,242,327,264,349
3.jpg,960,720,out_time,264,329,303,349
3.jpg,960,720,out_time,305,329,344,349
3.jpg,960,720,out_time,345,328,370,348
3.jpg,960,720,out_time,371,328,411,349
3.jpg,960,720,out_time,412,328,436,348
3.jpg,960,720,out_time,435,329,468,347
3.jpg,960,720,out_time,468,328,514,347
3.jpg,960,720,diagnostic,211,349,235,370
3.jpg,960,720,diagnostic,232,350,256,371
3.jpg,960,720,diagnostic,256,351,303,371
3.jpg,960,720,diagnostic,304,350,343,371
3.jpg,960,720,diagnostic,342,350,377,371
3.jpg,960,720,diagnostic,377,349,399,369
3.jpg,960,720,diagnostic,398,351,414,370
3.jpg,960,720,diagnostic,414,350,467,370
3.jpg,960,720,diagnostic,469,349,530,369
3.jpg,960,720,diagnostic,530,349,574,369
3.jpg,960,720,diagnostic,572,349,616,369
3.jpg,960,720,diagnostic,616,347,660,367
3.jpg,960,720,solution,264,371,308,391
3.jpg,960,720,note,188,391,208,413
3.jpg,960,720,note,209,391,248,412
3.jpg,960,720,note,246,393,276,413
3.jpg,960,720,note,274,393,299,412
3.jpg,960,720,note,299,392,324,411
3.jpg,960,720,note,324,393,383,413
3.jpg,960,720,job,587,236,631,256
3.jpg,960,720,job,633,235,671,256
